img_path,article_id,detail_desc
../datasets/images/0830062003.jpg,830062003,"Leggings in soft, ribbed cotton jersey with an elasticated waist and decorative buttons at the front."
../datasets/images/0485539024.jpg,485539024,"Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front. The cotton content of the boxer shorts is organic."
../datasets/images/0813110004.jpg,813110004,"Shirt in a cotton weave with a grandad collar, buttons down the front, long sleeves with buttoned cuffs, and a rounded hem. Contrasting colour on the inside of the collar and cuffs."
../datasets/images/0763057003.jpg,763057003,Fitted tube top in soft cotton jersey.
../datasets/images/0637149004.jpg,637149004,Net bag in braided paper straw with two handles at the top. Size approx. 40x45 cm.
../datasets/images/0659854005.jpg,659854005,"Kaftan in soft, airy jersey with a V-neck, short sleeves and detachable tie belt at the waist."
../datasets/images/0594251001.jpg,594251001,"Joggers in soft jersey with wide elasticated ribbing and a drawstring at the waist, side pockets and tapered legs with pleats at the top and sewn-in turn-ups at the hems."
../datasets/images/0779341003.jpg,779341003,"Chinos in a cotton weave with a regular, elasticated drawstring waist, fake fly, side pockets, welt back pockets and tapered legs."
../datasets/images/0817236003.jpg,817236003,A-line dress in lace with a small opening and button at the back of the neck and cap sleeves. Lined.
../datasets/images/0771124001.jpg,771124001,"Thong briefs in lace and mesh with a small opening at the back. High waist, lined gusset and a string back."
../datasets/images/0839080002.jpg,839080002,Sandals with adjustable hook and loop straps across the foot. Suede linings and insoles and fluted soles.
../datasets/images/0663588001.jpg,663588001,"Oversized jumper in a soft, rib-knit wool blend with a stand-up collar and low dropped shoulders."
../datasets/images/0872834001.jpg,872834001,"Short skirt in grained imitation leather with a regular waist, zip at the back and short slit at the front of the hem. Lined."
../datasets/images/0700722001.jpg,700722001,Short dress in woven fabric with a round neckline with pleats  and an opening with a concealed button at the back of the neck. Long sleeves and a straight-cut hem. Unlined.
../datasets/images/0699328001.jpg,699328001,"Soft, non-wired bra in microfibre and lace with unlined triangular cups that give the bust a natural shape and provide light support. Narrow, adjustable shoulder straps, a wide elastic trim at the hem and a narrow hook-and-eye fastening at the back."
../datasets/images/0526029001.jpg,526029001,Fitted dress in ribbed jersey with narrow shoulder straps.
../datasets/images/0676573005.jpg,676573005,"Jumper in a fine knit containing some wool with appliqués. Ribbing around the neckline, cuffs and hem."
../datasets/images/0708729010.jpg,708729010,"Short, wide T-shirt in soft cotton jersey. Short sleeves with sewn-in turn-ups."
../datasets/images/0625870003.jpg,625870003,"Slip-on trainers in fabric with a decorative bow at the front, elastic gores in the sides and a loop at the back. Fabric linings and insoles and rubber soles."
../datasets/images/0757411002.jpg,757411002,"Baby Exclusive. Long-sleeved tops in soft organic cotton pointelle jersey with a button placket and picot trim around the neckline, cuffs and hem."
../datasets/images/0742262001.jpg,742262001,"Cardigan in soft, moss-knit cotton with buttons down the front and ribbing around the cuffs and hem."
../datasets/images/0534357004.jpg,534357004,"5-pocket low-rise jeans in washed denim with hard-worn details, a button fly and slightly wider, tapered legs."
../datasets/images/0629692004.jpg,629692004,"Short, sleeveless dress in airy chiffon with a round neck, elasticated seam at the waist and wrapover back with a cut-out section. Lined."
../datasets/images/0560419005.jpg,560419005,"Top in sweatshirt fabric with terry appliqués, long raglan sleeves and ribbing at the neckline, cuffs and hem. Soft brushed inside."
../datasets/images/0692845003.jpg,692845003,"Joggers in cotton twill with elasticated ribbing and a drawstring at the waist, side pockets and a back pocket. Legs with quilted sections, shaping seams at the knees and elasticated hems."
../datasets/images/0637515003.jpg,637515003,"V-neck jumper in a soft, fine knit with dropped shoulders, long sleeves and ribbing at the cuffs and hem."
../datasets/images/0927922001.jpg,927922001,"Straight-cut blouse in satin crêpe with a boat neck, long sleeves and wide cuffs with metal buttons."
../datasets/images/0757624001.jpg,757624001,Suede ballet pumps with a bow on the front and an elastic strap over the foot. Cotton linings and insoles and textured soles.
../datasets/images/0652846001.jpg,652846001,"Calf-length, flared skirt in sturdy, heavily draping jersey with an elasticated waist and slits in the sides. Lined."
../datasets/images/0847202002.jpg,847202002,"Calf-length dress in patterned mesh with beaded embroidery and sequins at the top. Small opening and button at the back of the neck, 3/4-length sleeves with a flounce at the cuffs, and a narrow elasticated seam at the waist. V-neck underdress in jersey with adjustable shoulder straps."
../datasets/images/0655165001.jpg,655165001,MRS MIGHETTO x H&M/BABY EXCLUSIVE. Elasticated hairband in soft cotton jersey with bendy ears.
../datasets/images/0804140001.jpg,804140001,"KELZUKI x H&M. Padded jacket in a patterned weave with a detachable, fleece-lined hood and a stand-up collar. Zip down the front with a chin guard and front pockets with a press-stud. Lined."
../datasets/images/0810386001.jpg,810386001,Short skirt in velour with reversible sequins. High waist with concealed elastication. Jersey lining.
../datasets/images/0578626007.jpg,578626007,Long-sleeved jersey tops in a soft cotton blend. Slim fit.
../datasets/images/0660541023.jpg,660541023,"All-in-one pyjamas in soft organic cotton jersey with long sleeves, press-studs down the front and along one leg, and ribbing at the cuffs and hems."
../datasets/images/0739889003.jpg,739889003,"Jumper in soft, fine-knit cotton with a sequined motif on the front, a round, ribbed neckline, long sleeves and slits in the sides. Slightly longer at the back."
../datasets/images/0687176001.jpg,687176001,"Thong briefs in lace and mesh with a low waist, lined gusset, wide sides and string back."
../datasets/images/0871558002.jpg,871558002,"Slim-fit trousers in washed cotton twill with an adjustable, elasticated waist, zip fly and press-stud and front and back pockets."
../datasets/images/0668290001.jpg,668290001,"Bag in grained imitation leather with a narrow shoulder strap, zip at the top and one inner pocket. Lined. Size 6x17x21 cm."
../datasets/images/0771311002.jpg,771311002,"Calf-length, transparent skirt in narrow-pleated mesh with covered elastication at the waist and a raw edge at the top. Contrasting colour lining."
../datasets/images/0868874002.jpg,868874002,"Shirt in soft, lightweight cotton flannel with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pockets, dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
../datasets/images/0488697006.jpg,488697006,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.
../datasets/images/0543054005.jpg,543054005,Jumper in a soft rib knit with a turtle neck and long raglan sleeves.
../datasets/images/0760449001.jpg,760449001,"Oversized biker jacket in imitation leather with a faux fur collar and lining. Diagonal zip down the front, zipped front pockets and a detachable belt with a metal buckle at the hem."
../datasets/images/0701771002.jpg,701771002,"Fleece-lined mittens in wind- and waterproof functional fabric with closed seams. Reflective details and an elasticated strap with a press-stud at the wrists, and narrow elastication around the tops. The mittens have a water-repellent coating without fluorocarbons."
../datasets/images/0673450002.jpg,673450002,"Pyjamas in soft cotton jersey. One long-sleeved and one short-sleeved printed top. One pair of long bottoms and one pair of shorts, both with an elasticated waist."
../datasets/images/0746518001.jpg,746518001,"Wide pull-on trousers in a Tencel™ lyocell weave. Regular waist with pleats and a sewn-in tie belt at the front and elastication at the back, and side pockets."
../datasets/images/0888081001.jpg,888081001,"Ankle-length trousers in a stretch weave with a regular waist and extended waistband with a metal decoration and press-stud. Zip fly, fake back pockets and tapered legs."
../datasets/images/0640743003.jpg,640743003,"Off-the-shoulder playsuit in a patterned weave with elastication at the top and an opening with twisted ties at the front. Elasticated seam at the waist and 3/4-length, flounced sleeves. Unlined."
../datasets/images/0505704003.jpg,505704003,"Short, off-the-shoulder dress in textured chiffon with a V-neck and narrow shoulder straps. 3/4-length sleeves with elasticated cuffs and an elasticated seam at the waist. Jersey lining."
../datasets/images/0886032001.jpg,886032001,"Sleeveless romper suit in ribbed, patterned, organic cotton jersey. Wide shoulder straps with button fastenings, patch front pockets and wide fold-up ribbing at the hems. Lined at the top."
../datasets/images/0760729003.jpg,760729003,"Short skirt in a cotton weave with broderie anglaise, wide pleats at the top, a concealed zip in one side and scalloped hem. Lined."
../datasets/images/0695662002.jpg,695662002,Baby Exclusive. Rib-knit socks in a soft organic cotton blend.
../datasets/images/0793008002.jpg,793008002,"Long T-shirt in slub cotton jersey with a drawstring hood, short sleeves with sewn-in turn-ups and a raw-edge, rounded hem. Longer at the back."
../datasets/images/0844931004.jpg,844931004,"Cropped, boxy-style T-shirt in pima cotton jersey. Round, rib-trimmed neckline, dropped shoulders and short slits in the sides."
../datasets/images/0693235023.jpg,693235023,Long-sleeved bodysuits in soft organic cotton jersey with press-studs on one shoulder and at the crotch.
../datasets/images/0831269006.jpg,831269006,"Fitted dress in a cotton weave with narrow shoulder straps. Straight cut at the top, a seam at the waist and a zip at the back. Unlined."
../datasets/images/0653188011.jpg,653188011,Shaftless socks in a fine-knit cotton blend with elasticated tops. The socks are designed to be hidden inside your shoes.
../datasets/images/0768939003.jpg,768939003,"Set with a top and joggers in sweatshirt fabric. Round-necked top with ribbing around the neckline and cuffs. Joggers with covered elastication and a drawstring at the waist, and ribbed hems. Soft brushed inside."
